hyp,src,label,p(Hallucination),hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas
"I'd Iike to propose a toast, ⁇ .",I'd like to propose a toast.,Hallucination,0.67,i would iike to propose a toast  ,i would like to propose a toast,['i would iike to propose a toast'],['i would like to propose a toast'],"[['i', 'would', 'iike', 'to', 'propose', 'a', 'toast']]","[['i', 'would', 'like', 'to', 'propose', 'a', 'toast']]","['I', 'would', 'iike', 'to', 'propose', 'a', 'toast']","['I', 'would', 'like', 'to', 'propose', 'a', 'toast']"
Did you lose somethin?,Did you lose something?,Not Hallucination,0.33,did you lose somethin,did you lose something,['did you lose somethin'],['did you lose something'],"[['did', 'you', 'lose', 'somethin']]","[['did', 'you', 'lose', 'something']]","['do', 'you', 'lose', 'something']","['do', 'you', 'lose', 'something']"
Can I fetch some water?,Can I get some water?,Hallucination,0.67,can i fetch some water,can i get some water,['can i fetch some water'],['can i get some water'],"[['can', 'i', 'fetch', 'some', 'water']]","[['can', 'i', 'get', 'some', 'water']]","['can', 'I', 'fetch', 'some', 'water']","['can', 'I', 'get', 'some', 'water']"
"Well, we did our best, ma'am.",We did our best.,Hallucination,0.67,well we did our best madam,we did our best,['well we did our best madam'],['we did our best'],"[['well', 'we', 'did', 'our', 'best', 'madam']]","[['we', 'did', 'our', 'best']]","['well', 'we', 'do', 'our', 'good', 'madam']","['we', 'do', 'our', 'good']"
Ifyou know what I'm saying.,If you know what I mean.,Hallucination,1.0,ifyou know what i am saying,if you know what i mean,['ifyou know what i am saying'],['if you know what i mean'],"[['ifyou', 'know', 'what', 'i', 'am', 'saying']]","[['if', 'you', 'know', 'what', 'i', 'mean']]","['ifyou', 'know', 'what', 'I', 'be', 'say']","['if', 'you', 'know', 'what', 'I', 'mean']"
"What's up, Daddy, huh?",And Dad?,Hallucination,1.0,what is up daddy huh,and dad,['what is up daddy huh'],['and dad'],"[['what', 'is', 'up', 'daddy', 'huh']]","[['and', 'dad']]","['what', 'be', 'up', 'daddy', 'huh']","['and', 'dad']"
It was a misunderstanding.,It was a misunderstanding.,Not Hallucination,0.0,it was a misunderstanding,it was a misunderstanding,['it was a misunderstanding'],['it was a misunderstanding'],"[['it', 'was', 'a', 'misunderstanding']]","[['it', 'was', 'a', 'misunderstanding']]","['it', 'be', 'a', 'misunderstanding']","['it', 'be', 'a', 'misunderstanding']"
I-I was just trying.,I was just trying.,Not Hallucination,0.33,ii was just trying,i was just trying,['ii was just trying'],['i was just trying'],"[['ii', 'was', 'just', 'trying']]","[['i', 'was', 'just', 'trying']]","['ii', 'be', 'just', 'try']","['I', 'be', 'just', 'try']"
"How do you know each other, hmm?",How do you know each other?,Not Hallucination,0.33,how do you know each other hmm,how do you know each other,['how do you know each other hmm'],['how do you know each other'],"[['how', 'do', 'you', 'know', 'each', 'other', 'hmm']]","[['how', 'do', 'you', 'know', 'each', 'other']]","['how', 'do', 'you', 'know', 'each', 'other', 'hmm']","['how', 'do', 'you', 'know', 'each', 'other']"
"""Dearest Jack.""",Dear Jack.,Hallucination,1.0,dearest jack,dear jack,['dearest jack'],['dear jack'],"[['dearest', 'jack']]","[['dear', 'jack']]","['dear', 'jack']","['dear', 'Jack']"
"Good evening, lads.","Evening, ladies.",Hallucination,1.0,good evening lads,evening ladies,['good evening lads'],['evening ladies'],"[['good', 'evening', 'lads']]","[['evening', 'ladies']]","['good', 'evening', 'lad']","['evening', 'lady']"
She's what?,She's a what?,Not Hallucination,0.33,she is what,she is a what,['she is what'],['she is a what'],"[['she', 'is', 'what']]","[['she', 'is', 'a', 'what']]","['she', 'be', 'what']","['she', 'be', 'a', 'what']"
Where's victoria?,Where's Victoria?,Not Hallucination,0.0,where is victoria,where is victoria,['where is victoria'],['where is victoria'],"[['where', 'is', 'victoria']]","[['where', 'is', 'victoria']]","['where', 'be', 'victoria']","['where', 'be', 'victoria']"
I don't think we've hooked.,I do not believe we have met.,Hallucination,1.0,i do not think we have hooked,i do not believe we have met,['i do not think we have hooked'],['i do not believe we have met'],"[['i', 'do', 'not', 'think', 'we', 'have', 'hooked']]","[['i', 'do', 'not', 'believe', 'we', 'have', 'met']]","['I', 'do', 'not', 'think', 'we', 'have', 'hook']","['I', 'do', 'not', 'believe', 'we', 'have', 'meet']"
You'll repay.,You're gonna pay.,Hallucination,0.67,you will repay,you are going to pay,['you will repay'],['you are going to pay'],"[['you', 'will', 'repay']]","[['you', 'are', 'going', 'to', 'pay']]","['you', 'will', 'repay']","['you', 'be', 'go', 'to', 'pay']"
"Well, what don't you know?",What don't you know?,Not Hallucination,0.0,well what do not you know,what do not you know,['well what do not you know'],['what do not you know'],"[['well', 'what', 'do', 'not', 'you', 'know']]","[['what', 'do', 'not', 'you', 'know']]","['well', 'what', 'do', 'not', 'you', 'know']","['what', 'do', 'not', 'you', 'know']"
Punching in.,Punch in.,Not Hallucination,0.33,punching in,punch in,['punching in'],['punch in'],"[['punching', 'in']]","[['punch', 'in']]","['punch', 'in']","['punch', 'in']"
Catastrophe,Catastrophe.,Not Hallucination,0.0,catastrophe,catastrophe,['catastrophe'],['catastrophe'],[['catastrophe']],[['catastrophe']],['catastrophe'],['catastrophe']
Stinks here.,It stinks in here.,Not Hallucination,0.33,stinks here,it stinks in here,['stinks here'],['it stinks in here'],"[['stinks', 'here']]","[['it', 'stinks', 'in', 'here']]","['stink', 'here']","['it', 'stink', 'in', 'here']"
Thirty-five-and-a-half-a-half.,35.,Hallucination,1.0,thirtyfiveandahalfahalf,35,['thirtyfiveandahalfahalf'],['35'],[['thirtyfiveandahalfahalf']],[['35']],['thirtyfiveandahalfahalf'],['35']
I knew you were goin 'to say that.,I knew you were going to say that.,Not Hallucination,0.33,i knew you were goin to say that,i knew you were going to say that,['i knew you were goin to say that'],['i knew you were going to say that'],"[['i', 'knew', 'you', 'were', 'goin', 'to', 'say', 'that']]","[['i', 'knew', 'you', 'were', 'going', 'to', 'say', 'that']]","['I', 'know', 'you', 'be', 'goin', 'to', 'say', 'that']","['I', 'know', 'you', 'be', 'go', 'to', 'say', 'that']"
"It's what you want, isn't it?","It's what you want, isn't it?",Not Hallucination,0.0,it is what you want is not it,it is what you want is not it,['it is what you want is not it'],['it is what you want is not it'],"[['it', 'is', 'what', 'you', 'want', 'is', 'not', 'it']]","[['it', 'is', 'what', 'you', 'want', 'is', 'not', 'it']]","['it', 'be', 'what', 'you', 'want', 'be', 'not', 'it']","['it', 'be', 'what', 'you', 'want', 'be', 'not', 'it']"
I thought we were buddies.,I thought that we were friends.,Hallucination,1.0,i thought we were buddies,i thought that we were friends,['i thought we were buddies'],['i thought that we were friends'],"[['i', 'thought', 'we', 'were', 'buddies']]","[['i', 'thought', 'that', 'we', 'were', 'friends']]","['I', 'think', 'we', 'be', 'buddy']","['I', 'think', 'that', 'we', 'be', 'friend']"
We have guests- -,We got guests.,Hallucination,0.67,we have guests ,we got guests,['we have guests'],['we got guests'],"[['we', 'have', 'guests']]","[['we', 'got', 'guests']]","['we', 'have', 'guest']","['we', 'get', 'guest']"
We're on a mission- -,We're on a mission.,Hallucination,0.67,we are on a mission ,we are on a mission,['we are on a mission'],['we are on a mission'],"[['we', 'are', 'on', 'a', 'mission']]","[['we', 'are', 'on', 'a', 'mission']]","['we', 'be', 'on', 'a', 'mission']","['we', 'be', 'on', 'a', 'mission']"
Υou met.,You've met him.,Hallucination,1.0,υou met,you have met him,['υou met'],['you have met him'],"[['υou', 'met']]","[['you', 'have', 'met', 'him']]","['υou', 'meet']","['you', 'have', 'meet', 'he']"
"Morning, sunbath.","Good morning, sunshine.",Hallucination,1.0,morning sunbath,good morning sunshine,['morning sunbath'],['good morning sunshine'],"[['morning', 'sunbath']]","[['good', 'morning', 'sunshine']]","['morning', 'sunbath']","['good', 'morning', 'sunshine']"
That's explainin 'a lot.,That explains a lot.,Hallucination,1.0,that is explainin a lot,that explains a lot,['that is explainin a lot'],['that explains a lot'],"[['that', 'is', 'explainin', 'a', 'lot']]","[['that', 'explains', 'a', 'lot']]","['that', 'be', 'explainin', 'a', 'lot']","['that', 'explain', 'a', 'lot']"
Are you still loving her?,Are you still in love with her?,Not Hallucination,0.33,are you still loving her,are you still in love with her,['are you still loving her'],['are you still in love with her'],"[['are', 'you', 'still', 'loving', 'her']]","[['are', 'you', 'still', 'in', 'love', 'with', 'her']]","['be', 'you', 'still', 'love', 'her']","['be', 'you', 'still', 'in', 'love', 'with', 'her']"
"Another one, would you?","Another, please.",Hallucination,1.0,another one would you,another please,['another one would you'],['another please'],"[['another', 'one', 'would', 'you']]","[['another', 'please']]","['another', 'one', 'would', 'you']","['another', 'please']"
I want to visit him.,I wanna meet him.,Hallucination,1.0,i want to visit him,i want to meet him,['i want to visit him'],['i want to meet him'],"[['i', 'want', 'to', 'visit', 'him']]","[['i', 'want', 'to', 'meet', 'him']]","['I', 'want', 'to', 'visit', 'he']","['I', 'want', 'to', 'meet', 'he']"
They fell out of the sky- -,They fell from the sky.,Hallucination,0.67,they fell out of the sky ,they fell from the sky,['they fell out of the sky'],['they fell from the sky'],"[['they', 'fell', 'out', 'of', 'the', 'sky']]","[['they', 'fell', 'from', 'the', 'sky']]","['they', 'fall', 'out', 'of', 'the', 'sky']","['they', 'fall', 'from', 'the', 'sky']"
"Okay, look, we'll give you food.","Okay, look, we'll give you the food.",Not Hallucination,0.33,okay look we will give you food,okay look we will give you the food,['okay look we will give you food'],['okay look we will give you the food'],"[['okay', 'look', 'we', 'will', 'give', 'you', 'food']]","[['okay', 'look', 'we', 'will', 'give', 'you', 'the', 'food']]","['okay', 'look', 'we', 'will', 'give', 'you', 'food']","['okay', 'look', 'we', 'will', 'give', 'you', 'the', 'food']"
He's paralyzed.,He's paralyzed.,Not Hallucination,0.0,he is paralyzed,he is paralyzed,['he is paralyzed'],['he is paralyzed'],"[['he', 'is', 'paralyzed']]","[['he', 'is', 'paralyzed']]","['he', 'be', 'paralyze']","['he', 'be', 'paralyze']"
She ain't home.,She's not home.,Hallucination,1.0,she are not home,she is not home,['she are not home'],['she is not home'],"[['she', 'are', 'not', 'home']]","[['she', 'is', 'not', 'home']]","['she', 'be', 'not', 'home']","['she', 'be', 'not', 'home']"
 ⁇ ?,Russian?,Hallucination,1.0,  ,russian,[],['russian'],[],[['russian']],[],['russian']
I ain't.,I'm nothing.,Hallucination,1.0,i are not,i am nothing,['i are not'],['i am nothing'],"[['i', 'are', 'not']]","[['i', 'am', 'nothing']]","['I', 'be', 'not']","['I', 'be', 'nothing']"
We'll be leaving tomorrow..,We'll leave tomorrow.,Hallucination,0.67,we will be leaving tomorrow,we will leave tomorrow,['we will be leaving tomorrow'],['we will leave tomorrow'],"[['we', 'will', 'be', 'leaving', 'tomorrow']]","[['we', 'will', 'leave', 'tomorrow']]","['we', 'will', 'be', 'leave', 'tomorrow']","['we', 'will', 'leave', 'tomorrow']"
 ⁇  is over.,This war is over.,Hallucination,1.0,   is over,this war is over,['   is over'],['this war is over'],"[['is', 'over']]","[['this', 'war', 'is', 'over']]","['be', 'over']","['this', 'war', 'be', 'over']"
He afear it.,He deserves it.,Hallucination,1.0,he afear it,he deserves it,['he afear it'],['he deserves it'],"[['he', 'afear', 'it']]","[['he', 'deserves', 'it']]","['he', 'afear', 'it']","['he', 'deserve', 'it']"
Τhe war is over.,The war's over.,Hallucination,0.67,τhe war is over,the wars over,['τhe war is over'],['the wars over'],"[['τhe', 'war', 'is', 'over']]","[['the', 'wars', 'over']]","['τhe', 'war', 'be', 'over']","['the', 'war', 'over']"
You ain't killing her.,You're not going to kill her.,Hallucination,1.0,you are not killing her,you are not going to kill her,['you are not killing her'],['you are not going to kill her'],"[['you', 'are', 'not', 'killing', 'her']]","[['you', 'are', 'not', 'going', 'to', 'kill', 'her']]","['you', 'be', 'not', 'kill', 'her']","['you', 'be', 'not', 'go', 'to', 'kill', 'her']"
It's our right..,It's our right.,Not Hallucination,0.33,it is our right,it is our right,['it is our right'],['it is our right'],"[['it', 'is', 'our', 'right']]","[['it', 'is', 'our', 'right']]","['it', 'be', 'our', 'right']","['it', 'be', 'our', 'right']"
"Far too far, man.",Too far.,Hallucination,1.0,far too far man,too far,['far too far man'],['too far'],"[['far', 'too', 'far', 'man']]","[['too', 'far']]","['far', 'too', 'far', 'man']","['too', 'far']"
You're so.,You're so.,Not Hallucination,0.0,you are so,you are so,['you are so'],['you are so'],"[['you', 'are', 'so']]","[['you', 'are', 'so']]","['you', 'be', 'so']","['you', 'be', 'so']"
War is over.,The war is over.,Hallucination,0.67,war is over,the war is over,['war is over'],['the war is over'],"[['war', 'is', 'over']]","[['the', 'war', 'is', 'over']]","['war', 'be', 'over']","['the', 'war', 'be', 'over']"
"Thank you, abigail.","Thank you, Abigail.",Not Hallucination,0.0,thank you abigail,thank you abigail,['thank you abigail'],['thank you abigail'],"[['thank', 'you', 'abigail']]","[['thank', 'you', 'abigail']]","['thank', 'you', 'abigail']","['thank', 'you', 'abigail']"
I don't abhor it.,I do not deserve it.,Hallucination,1.0,i do not abhor it,i do not deserve it,['i do not abhor it'],['i do not deserve it'],"[['i', 'do', 'not', 'abhor', 'it']]","[['i', 'do', 'not', 'deserve', 'it']]","['I', 'do', 'not', 'abhor', 'it']","['I', 'do', 'not', 'deserve', 'it']"
He in any difficulty?,Is he in some kind of trouble?,Hallucination,1.0,he in any difficulty,is he in some kind of trouble,['he in any difficulty'],['is he in some kind of trouble'],"[['he', 'in', 'any', 'difficulty']]","[['is', 'he', 'in', 'some', 'kind', 'of', 'trouble']]","['he', 'in', 'any', 'difficulty']","['be', 'he', 'in', 'some', 'kind', 'of', 'trouble']"
Everybody's here?,Everyone here?,Not Hallucination,0.33,everybodys here,everyone here,['everybodys here'],['everyone here'],"[['everybodys', 'here']]","[['everyone', 'here']]","['everybody', 'here']","['everyone', 'here']"
"Lois Lane, Daily Planet's ⁇ .","Lois Lane, Daily Planet.",Hallucination,1.0,lois lane daily planets  ,lois lane daily planet,['lois lane daily planets'],['lois lane daily planet'],"[['lois', 'lane', 'daily', 'planets']]","[['lois', 'lane', 'daily', 'planet']]","['lois', 'lane', 'daily', 'planet']","['lois', 'lane', 'daily', 'planet']"
Larry- -,"Hello, Larry.",Hallucination,1.0,larry ,hello larry,['larry'],['hello larry'],[['larry']],"[['hello', 'larry']]",['larry'],"['hello', 'larry']"
"Oh, excuse the noises.",Excuse the clutter.,Hallucination,1.0,oh excuse the noises,excuse the clutter,['oh excuse the noises'],['excuse the clutter'],"[['oh', 'excuse', 'the', 'noises']]","[['excuse', 'the', 'clutter']]","['oh', 'excuse', 'the', 'noise']","['excuse', 'the', 'clutter']"
A newsman.,A journalist.,Hallucination,1.0,a newsman,a journalist,['a newsman'],['a journalist'],"[['a', 'newsman']]","[['a', 'journalist']]","['a', 'newsman']","['a', 'journalist']"
This is getting better and better now.,This gets better and better.,Hallucination,0.67,this is getting better and better now,this gets better and better,['this is getting better and better now'],['this gets better and better'],"[['this', 'is', 'getting', 'better', 'and', 'better', 'now']]","[['this', 'gets', 'better', 'and', 'better']]","['this', 'be', 'get', 'good', 'and', 'good', 'now']","['this', 'get', 'good', 'and', 'good']"
What you shouting for?,What are you shouting for?,Not Hallucination,0.0,what you shouting for,what are you shouting for,['what you shouting for'],['what are you shouting for'],"[['what', 'you', 'shouting', 'for']]","[['what', 'are', 'you', 'shouting', 'for']]","['what', 'you', 'shouting', 'for']","['what', 'be', 'you', 'shouting', 'for']"
"Do you recognise this man, sir?",Do you recognize this man?,Not Hallucination,0.33,do you recognise this man sir,do you recognize this man,['do you recognise this man sir'],['do you recognize this man'],"[['do', 'you', 'recognise', 'this', 'man', 'sir']]","[['do', 'you', 'recognize', 'this', 'man']]","['do', 'you', 'recognise', 'this', 'man', 'sir']","['do', 'you', 'recognize', 'this', 'man']"
