,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
5661,I'm sleepy.,,I'm awake.,src,PG,,i am sleepy,i am awake,['i am sleepy'],['i am awake'],"[['i', 'am', 'sleepy']]","[['i', 'am', 'awake']]","['I', 'be', 'sleepy']","['I', 'be', 'awake']",0.052212886478515415,0.8578553795814514
5662,"Oh, no, not all of it.",,"No, not all of it.",src,PG,,oh no not all of it,no not all of it,['oh no not all of it'],['no not all of it'],"[['oh', 'no', 'not', 'all', 'of', 'it']]","[['no', 'not', 'all', 'of', 'it']]","['oh', 'no', 'not', 'all', 'of', 'it']","['no', 'not', 'all', 'of', 'it']",0.8308257564159901,0.9602346420288086
5663,"Hello, Sheriff.",,"Hello, Sheriff.",src,PG,,hello sheriff,hello sheriff,['hello sheriff'],['hello sheriff'],"[['hello', 'sheriff']]","[['hello', 'sheriff']]","['hello', 'sheriff']","['hello', 'sheriff']",1.0000000000000002,1.000000238418579
5664,My bud.,,My buddy.,src,PG,,my bud,my buddy,['my bud'],['my buddy'],"[['my', 'bud']]","[['my', 'buddy']]","['my', 'bud']","['my', 'buddy']",0.23402151175808356,0.729262113571167
5665,I play pianos.,,I play piano.,src,PG,,i play pianos,i play piano,['i play pianos'],['i play piano'],"[['i', 'play', 'pianos']]","[['i', 'play', 'piano']]","['I', 'play', 'piano']","['I', 'play', 'piano']",1.0000000000000002,1.0
5666,"How old are you, bucko boy?",,"How old are you, boy?",src,PG,,how old are you bucko boy,how old are you boy,['how old are you bucko boy'],['how old are you boy'],"[['how', 'old', 'are', 'you', 'bucko', 'boy']]","[['how', 'old', 'are', 'you', 'boy']]","['how', 'old', 'be', 'you', 'bucko', 'boy']","['how', 'old', 'be', 'you', 'boy']",0.8121950196614639,0.9183531999588013
5667,"We can't go, you know.",,We can't go.,src,PG,,we cannot go you know,we cannot go,['we cannot go you know'],['we cannot go'],"[['we', 'can', 'not', 'go', 'you', 'know']]","[['we', 'can', 'not', 'go']]","['we', 'can', 'not', 'go', 'you', 'know']","['we', 'can', 'not', 'go']",0.8415513042446028,0.7905586957931519
5668,Thanks for the tips.,,Thanks for the hot tip.,src,PG,,thanks for the tips,thanks for the hot tip,['thanks for the tips'],['thanks for the hot tip'],"[['thanks', 'for', 'the', 'tips']]","[['thanks', 'for', 'the', 'hot', 'tip']]","['thanks', 'for', 'the', 'tip']","['thanks', 'for', 'the', 'hot', 'tip']",0.8013385451837592,0.922710657119751
5669,"- What's he look like, you know?",,What's he look like?,src,PG,, what is he look like you know,what is he look like,[' what is he look like you know'],['what is he look like'],"[['what', 'is', 'he', 'look', 'like', 'you', 'know']]","[['what', 'is', 'he', 'look', 'like']]","['what', 'be', 'he', 'look', 'like', 'you', 'know']","['what', 'be', 'he', 'look', 'like']",0.8836721082533824,0.8740971088409424
5670,"What'd you do to me, huh?",,What'd you do to me?,src,PG,,what did you do to me huh,what did you do to me,['what did you do to me huh'],['what did you do to me'],"[['what', 'did', 'you', 'do', 'to', 'me', 'huh']]","[['what', 'did', 'you', 'do', 'to', 'me']]","['what', 'do', 'you', 'do', 'to', 'I', 'huh']","['what', 'do', 'you', 'do', 'to', 'I']",0.8140494856895883,0.9496155977249146
5671,{\ cHFFFFFF} The least I can do.,,It's the least I can do.,src,PG,, chffffff the least i can do,it is the least i can do,[' chffffff the least i can do'],['it is the least i can do'],"[['chffffff', 'the', 'least', 'i', 'can', 'do']]","[['it', 'is', 'the', 'least', 'i', 'can', 'do']]","['chffffff', 'the', 'least', 'I', 'can', 'do']","['it', 'be', 'the', 'least', 'I', 'can', 'do']",0.811514046271302,0.8441386222839355
5672,It's just a feeling.,,It's just a feeling.,src,PG,,it is just a feeling,it is just a feeling,['it is just a feeling'],['it is just a feeling'],"[['it', 'is', 'just', 'a', 'feeling']]","[['it', 'is', 'just', 'a', 'feeling']]","['it', 'be', 'just', 'a', 'feel']","['it', 'be', 'just', 'a', 'feel']",1.0000000000000002,1.0000001192092896
5673,It's almost timed.,,It's almost time.,src,PG,,it is almost timed,it is almost time,['it is almost timed'],['it is almost time'],"[['it', 'is', 'almost', 'timed']]","[['it', 'is', 'almost', 'time']]","['it', 'be', 'almost', 'time']","['it', 'be', 'almost', 'time']",1.0000000000000002,0.9999998807907104
5674,There's a way to do it.,,There's a way.,src,PG,,there is a way to do it,there is a way,['there is a way to do it'],['there is a way'],"[['there', 'is', 'a', 'way', 'to', 'do', 'it']]","[['there', 'is', 'a', 'way']]","['there', 'be', 'a', 'way', 'to', 'do', 'it']","['there', 'be', 'a', 'way']",0.8258193640021011,0.855875551700592
5675, ⁇ .,,Wrong direction.,src,PG,,  ,wrong direction,[],['wrong direction'],[],"[['wrong', 'direction']]",[],"['wrong', 'direction']",0.0,0.24259084463119507
5676,You waitin '?,,You expecting somebody?,src,PG,,you waitin ,you expecting somebody,['you waitin'],['you expecting somebody'],"[['you', 'waitin']]","[['you', 'expecting', 'somebody']]","['you', 'waitin']","['you', 'expect', 'somebody']",0.06907732133468969,0.7597612738609314
5677,"He's, um, just a boy.",,He's just a boy.,src,PG,,he is um just a boy,he is just a boy,['he is um just a boy'],['he is just a boy'],"[['he', 'is', 'um', 'just', 'a', 'boy']]","[['he', 'is', 'just', 'a', 'boy']]","['he', 'be', 'um', 'just', 'a', 'boy']","['he', 'be', 'just', 'a', 'boy']",0.8381870399568623,0.9939939975738525
5678,How many y'all got?,,How many are you?,src,PG,,how many you all got,how many are you,['how many you all got'],['how many are you'],"[['how', 'many', 'you', 'all', 'got']]","[['how', 'many', 'are', 'you']]","['how', 'many', 'you', 'all', 'get']","['how', 'many', 'be', 'you']",0.8099310303044016,0.7744190692901611
5679,Do you want to know what I think?,,Do you want to know what I think?,src,PG,,do you want to know what i think,do you want to know what i think,['do you want to know what i think'],['do you want to know what i think'],"[['do', 'you', 'want', 'to', 'know', 'what', 'i', 'think']]","[['do', 'you', 'want', 'to', 'know', 'what', 'i', 'think']]","['do', 'you', 'want', 'to', 'know', 'what', 'I', 'think']","['do', 'you', 'want', 'to', 'know', 'what', 'I', 'think']",1.0000000000000002,0.9999997615814209
5680,Come upstairs.,,Come on upstairs.,src,PG,,come upstairs,come on upstairs,['come upstairs'],['come on upstairs'],"[['come', 'upstairs']]","[['come', 'on', 'upstairs']]","['come', 'upstairs']","['come', 'on', 'upstairs']",0.8964868841509077,0.9704470634460449
5681,"I don't know who she is,",,"I do not know her,",src,PG,,i do not know who she is,i do not know her,['i do not know who she is'],['i do not know her'],"[['i', 'do', 'not', 'know', 'who', 'she', 'is']]","[['i', 'do', 'not', 'know', 'her']]","['I', 'do', 'not', 'know', 'who', 'she', 'be']","['I', 'do', 'not', 'know', 'her']",0.5057643533498837,0.8632797002792358
5682,"Oh, we're gonna miss you, ma'am.",,We'll miss you.,src,PG,,oh we are going to miss you madam,we will miss you,['oh we are going to miss you madam'],['we will miss you'],"[['oh', 'we', 'are', 'going', 'to', 'miss', 'you', 'madam']]","[['we', 'will', 'miss', 'you']]","['oh', 'we', 'be', 'go', 'to', 'miss', 'you', 'madam']","['we', 'will', 'miss', 'you']",0.5370061657155731,0.7318295240402222
5683,The back door was unlocked.,,The back door was open.,src,PG,,the back door was unlocked,the back door was open,['the back door was unlocked'],['the back door was open'],"[['the', 'back', 'door', 'was', 'unlocked']]","[['the', 'back', 'door', 'was', 'open']]","['the', 'back', 'door', 'be', 'unlock']","['the', 'back', 'door', 'be', 'open']",0.6128025509186845,0.856734573841095
5684,Pull out the pin.,,Pull out the pin.,src,PG,,pull out the pin,pull out the pin,['pull out the pin'],['pull out the pin'],"[['pull', 'out', 'the', 'pin']]","[['pull', 'out', 'the', 'pin']]","['pull', 'out', 'the', 'pin']","['pull', 'out', 'the', 'pin']",1.0,1.0
5685,Have you ever been executed?,,Have you ever been shot?,src,PG,,have you ever been executed,have you ever been shot,['have you ever been executed'],['have you ever been shot'],"[['have', 'you', 'ever', 'been', 'executed']]","[['have', 'you', 'ever', 'been', 'shot']]","['have', 'you', 'ever', 'be', 'execute']","['have', 'you', 'ever', 'be', 'shot']",0.4681510316086176,0.7579613924026489
5686,Where is the owner?,,Where's the owner?,src,PG,,where is the owner,where is the owner,['where is the owner'],['where is the owner'],"[['where', 'is', 'the', 'owner']]","[['where', 'is', 'the', 'owner']]","['where', 'be', 'the', 'owner']","['where', 'be', 'the', 'owner']",1.0,0.9999999403953552
5687,Wh-Where's Benny?,,Where's Benny?,src,PG,,whwhere is benny,where is benny,['whwhere is benny'],['where is benny'],"[['whwhere', 'is', 'benny']]","[['where', 'is', 'benny']]","['whwhere', 'be', 'benny']","['where', 'be', 'benny']",0.7341046558102379,0.8796427249908447
5688,Put the blade down now.,,Put down the knife.,src,PG,,put the blade down now,put down the knife,['put the blade down now'],['put down the knife'],"[['put', 'the', 'blade', 'down', 'now']]","[['put', 'down', 'the', 'knife']]","['put', 'the', 'blade', 'down', 'now']","['put', 'down', 'the', 'knife']",0.556923778325188,0.7248872518539429
5689,We're both aware that.,,We both know that.,src,PG,,we are both aware that,we both know that,['we are both aware that'],['we both know that'],"[['we', 'are', 'both', 'aware', 'that']]","[['we', 'both', 'know', 'that']]","['we', 'be', 'both', 'aware', 'that']","['we', 'both', 'know', 'that']",0.6396463829182233,0.932883083820343
5690,You didn't really like it?,,Didn't you like it?,src,PG,,you did not really like it,did not you like it,['you did not really like it'],['did not you like it'],"[['you', 'did', 'not', 'really', 'like', 'it']]","[['did', 'not', 'you', 'like', 'it']]","['you', 'do', 'not', 'really', 'like', 'it']","['do', 'not', 'you', 'like', 'it']",0.7625824733248782,0.9284923076629639
5691,Wanna go see my room?,,Want to see my room?,src,PG,,want to go see my room,want to see my room,['want to go see my room'],['want to see my room'],"[['want', 'to', 'go', 'see', 'my', 'room']]","[['want', 'to', 'see', 'my', 'room']]","['want', 'to', 'go', 'see', 'my', 'room']","['want', 'to', 'see', 'my', 'room']",0.9438505529836277,0.9803833961486816
5692,You ain't like me?,,Don't you like me?,src,PG,,you are not like me,do not you like me,['you are not like me'],['do not you like me'],"[['you', 'are', 'not', 'like', 'me']]","[['do', 'not', 'you', 'like', 'me']]","['you', 'be', 'not', 'like', 'I']","['do', 'not', 'you', 'like', 'I']",0.8636828941081761,0.8600400686264038
5693,"Hello, Granddad.",,"Hello, Grandpa.",src,PG,,hello granddad,hello grandpa,['hello granddad'],['hello grandpa'],"[['hello', 'granddad']]","[['hello', 'grandpa']]","['hello', 'granddad']","['hello', 'grandpa']",0.22638997904692498,0.938967227935791
5694,It wasn't a bluff.,,It was not an accident.,src,PG,,it was not a bluff,it was not an accident,['it was not a bluff'],['it was not an accident'],"[['it', 'was', 'not', 'a', 'bluff']]","[['it', 'was', 'not', 'an', 'accident']]","['it', 'be', 'not', 'a', 'bluff']","['it', 'be', 'not', 'a', 'accident']",0.27028616399900657,0.568412184715271
5695,It's typical- -,,It's typical.,src,PG,,it is typical ,it is typical,['it is typical'],['it is typical'],"[['it', 'is', 'typical']]","[['it', 'is', 'typical']]","['it', 'be', 'typical']","['it', 'be', 'typical']",1.0,0.9999999403953552
5696,We got a hit-and.,,We got a hit.,src,PG,,we got a hitand,we got a hit,['we got a hitand'],['we got a hit'],"[['we', 'got', 'a', 'hitand']]","[['we', 'got', 'a', 'hit']]","['we', 'get', 'a', 'hitand']","['we', 'get', 'a', 'hit']",0.27189768799998965,0.807819664478302
5697,"Well, it's a little tricky to explain.",,It's difficult to explain.,src,PG,,well it is a little tricky to explain,it is difficult to explain,['well it is a little tricky to explain'],['it is difficult to explain'],"[['well', 'it', 'is', 'a', 'little', 'tricky', 'to', 'explain']]","[['it', 'is', 'difficult', 'to', 'explain']]","['well', 'it', 'be', 'a', 'little', 'tricky', 'to', 'explain']","['it', 'be', 'difficult', 'to', 'explain']",0.4351016480406525,0.8166894316673279
5698,I've lost her spirit.,,I've lost her.,src,PG,,i have lost her spirit,i have lost her,['i have lost her spirit'],['i have lost her'],"[['i', 'have', 'lost', 'her', 'spirit']]","[['i', 'have', 'lost', 'her']]","['I', 'have', 'lose', 'her', 'spirit']","['I', 'have', 'lose', 'her']",0.7125201622262431,0.8168363571166992
5699,How do you guys know each other?,,How do you guys know each other?,src,PG,,how do you guys know each other,how do you guys know each other,['how do you guys know each other'],['how do you guys know each other'],"[['how', 'do', 'you', 'guys', 'know', 'each', 'other']]","[['how', 'do', 'you', 'guys', 'know', 'each', 'other']]","['how', 'do', 'you', 'guy', 'know', 'each', 'other']","['how', 'do', 'you', 'guy', 'know', 'each', 'other']",1.0000000000000002,1.0
5700,Blah blah blah.,,"Blah, blah, blah.",src,PG,,blah blah blah,blah blah blah,['blah blah blah'],['blah blah blah'],"[['blah', 'blah', 'blah']]","[['blah', 'blah', 'blah']]","['blah', 'blah', 'blah']","['blah', 'blah', 'blah']",1.0,1.000000238418579
5701,Do you want to be dying?,,Do you wanna die?,src,PG,,do you want to be dying,do you want to die,['do you want to be dying'],['do you want to die'],"[['do', 'you', 'want', 'to', 'be', 'dying']]","[['do', 'you', 'want', 'to', 'die']]","['do', 'you', 'want', 'to', 'be', 'die']","['do', 'you', 'want', 'to', 'die']",0.9782707070952201,0.9861811995506287
5702,It's ours' house.,,It's our house.,src,PG,,it is ours house,it is our house,['it is ours house'],['it is our house'],"[['it', 'is', 'ours', 'house']]","[['it', 'is', 'our', 'house']]","['it', 'be', 'our', 'house']","['it', 'be', 'our', 'house']",1.0,0.9999998211860657
5703,She's lovely?,,Is she beautiful?,src,PG,,she is lovely,is she beautiful,['she is lovely'],['is she beautiful'],"[['she', 'is', 'lovely']]","[['is', 'she', 'beautiful']]","['she', 'be', 'lovely']","['be', 'she', 'beautiful']",0.2824639529678577,0.8752471208572388
5704,Who's this dame?,,Who's this woman?,src,PG,,who is this dame,who is this woman,['who is this dame'],['who is this woman'],"[['who', 'is', 'this', 'dame']]","[['who', 'is', 'this', 'woman']]","['who', 'be', 'this', 'dame']","['who', 'be', 'this', 'woman']",0.4706760970527064,0.96608567237854
5705,Catastrophe,,A disaster.,src,PG,,catastrophe,a disaster,['catastrophe'],['a disaster'],[['catastrophe']],"[['a', 'disaster']]",['catastrophe'],"['a', 'disaster']",0.0,0.8859468102455139
5706,She's witty.,,She's clever.,src,PG,,she is witty,she is clever,['she is witty'],['she is clever'],"[['she', 'is', 'witty']]","[['she', 'is', 'clever']]","['she', 'be', 'witty']","['she', 'be', 'clever']",0.24388295153164138,0.8880442380905151
5707,You've had a chance- -,,You had a chance.,src,PG,,you have had a chance ,you had a chance,['you have had a chance'],['you had a chance'],"[['you', 'have', 'had', 'a', 'chance']]","[['you', 'had', 'a', 'chance']]","['you', 'have', 'have', 'a', 'chance']","['you', 'have', 'a', 'chance']",0.9531889526917442,0.9932875633239746
5708, ⁇  of both.,,A little of both.,src,PG,,   of both,a little of both,['   of both'],['a little of both'],"[['of', 'both']]","[['a', 'little', 'of', 'both']]","['of', 'both']","['a', 'little', 'of', 'both']",0.8082168720604033,0.8153702020645142
5709,Tara's still got 'em- -,,Tara's still got 'em?,src,PG,,taras still got them ,taras still got them,['taras still got them'],['taras still got them'],"[['taras', 'still', 'got', 'them']]","[['taras', 'still', 'got', 'them']]","['taras', 'still', 'get', 'they']","['taras', 'still', 'get', 'they']",1.0000000000000002,1.0000001192092896
5710,"No, she's unannounced.",,"No, she's alive.",src,PG,,no she is unannounced,no she is alive,['no she is unannounced'],['no she is alive'],"[['no', 'she', 'is', 'unannounced']]","[['no', 'she', 'is', 'alive']]","['no', 'she', 'be', 'unannounced']","['no', 'she', 'be', 'alive']",0.43859110830543746,0.6134990453720093
5711,Go Ronnie go Ronnie,,"Go, Ronnie, go, Ronnie.",src,PG,,go ronnie go ronnie,go ronnie go ronnie,['go ronnie go ronnie'],['go ronnie go ronnie'],"[['go', 'ronnie', 'go', 'ronnie']]","[['go', 'ronnie', 'go', 'ronnie']]","['go', 'ronnie', 'go', 'ronnie']","['go', 'ronnie', 'go', 'ronnie']",1.0,1.000000238418579
5712,"Good morning, ma'am.",,"Good morning, ma'am.",src,PG,,good morning madam,good morning madam,['good morning madam'],['good morning madam'],"[['good', 'morning', 'madam']]","[['good', 'morning', 'madam']]","['good', 'morning', 'madam']","['good', 'morning', 'madam']",1.0,0.9999999403953552
5713,I ain't got nowhere else to go '.,,I don't have anywhere to go.,src,PG,,i are not got nowhere else to go ,i do not have anywhere to go,['i are not got nowhere else to go'],['i do not have anywhere to go'],"[['i', 'are', 'not', 'got', 'nowhere', 'else', 'to', 'go']]","[['i', 'do', 'not', 'have', 'anywhere', 'to', 'go']]","['I', 'be', 'not', 'get', 'nowhere', 'else', 'to', 'go']","['I', 'do', 'not', 'have', 'anywhere', 'to', 'go']",0.2449297962937726,0.85893315076828
