hyp,src,label,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens
I accept your apologetic excuses.,I accept your apology.,Hallucination,i accept your apologetic excuses,i accept your apology,['i accept your apologetic excuses'],['i accept your apology'],"[['i', 'accept', 'your', 'apologetic', 'excuses']]","[['i', 'accept', 'your', 'apology']]"
I'm so humiliated.,I'm so ashamed.,Not Hallucination,i am so humiliated,i am so ashamed,['i am so humiliated'],['i am so ashamed'],"[['i', 'am', 'so', 'humiliated']]","[['i', 'am', 'so', 'ashamed']]"
 ⁇  ahead.,In advance.,Hallucination,   ahead,in advance,['   ahead'],['in advance'],[['ahead']],"[['in', 'advance']]"
Fifty-fifty.,Fifty grand.,Hallucination,fiftyfifty,fifty grand,['fiftyfifty'],['fifty grand'],[['fiftyfifty']],"[['fifty', 'grand']]"
I'm ⁇  it.,I guarantee it.,Not Hallucination,i am   it,i guarantee it,['i am   it'],['i guarantee it'],"[['i', 'am', 'it']]","[['i', 'guarantee', 'it']]"
 ⁇  have ears.,The walls have ears.,Not Hallucination,   have ears,the walls have ears,['   have ears'],['the walls have ears'],"[['have', 'ears']]","[['the', 'walls', 'have', 'ears']]"
Don't fall back to sleep.,Don't fall asleep.,Hallucination,do not fall back to sleep,do not fall asleep,['do not fall back to sleep'],['do not fall asleep'],"[['do', 'not', 'fall', 'back', 'to', 'sleep']]","[['do', 'not', 'fall', 'asleep']]"
"Hello, Claricey.","Hello, Clarice.",Hallucination,hello claricey,hello clarice,['hello claricey'],['hello clarice'],"[['hello', 'claricey']]","[['hello', 'clarice']]"
I can see her.,I can see her.,Not Hallucination,i can see her,i can see her,['i can see her'],['i can see her'],"[['i', 'can', 'see', 'her']]","[['i', 'can', 'see', 'her']]"
Do you have any tea?,Do you have any tea?,Not Hallucination,do you have any tea,do you have any tea,['do you have any tea'],['do you have any tea'],"[['do', 'you', 'have', 'any', 'tea']]","[['do', 'you', 'have', 'any', 'tea']]"
We just talk.,We're just talking.,Not Hallucination,we just talk,we are just talking,['we just talk'],['we are just talking'],"[['we', 'just', 'talk']]","[['we', 'are', 'just', 'talking']]"
He's treacherous,He's dangerous.,Hallucination,he is treacherous,he is dangerous,['he is treacherous'],['he is dangerous'],"[['he', 'is', 'treacherous']]","[['he', 'is', 'dangerous']]"
They're gonna be back.,They'll be back.,Not Hallucination,they are going to be back,they will be back,['they are going to be back'],['they will be back'],"[['they', 'are', 'going', 'to', 'be', 'back']]","[['they', 'will', 'be', 'back']]"
Dada's over here.,Dad's here.,Hallucination,dadas over here,dads here,['dadas over here'],['dads here'],"[['dadas', 'over', 'here']]","[['dads', 'here']]"
Where's my girlfriends?,Where's my girlfriend?,Hallucination,where is my girlfriends,where is my girlfriend,['where is my girlfriends'],['where is my girlfriend'],"[['where', 'is', 'my', 'girlfriends']]","[['where', 'is', 'my', 'girlfriend']]"
Pride goeth before a twirl-off.,Pride goeth before a fall.,Hallucination,pride goeth before a twirloff,pride goeth before a fall,['pride goeth before a twirloff'],['pride goeth before a fall'],"[['pride', 'goeth', 'before', 'a', 'twirloff']]","[['pride', 'goeth', 'before', 'a', 'fall']]"
ls that you?,Is that your room?,Hallucination,ls that you,is that your room,['ls that you'],['is that your room'],"[['ls', 'that', 'you']]","[['is', 'that', 'your', 'room']]"
It's private property- -,It's private property.,Hallucination,it is private property ,it is private property,['it is private property'],['it is private property'],"[['it', 'is', 'private', 'property']]","[['it', 'is', 'private', 'property']]"
♪ Literally. ♪,Literally.,Hallucination, literally ,literally,[' literally'],['literally'],[['literally']],[['literally']]
"Let's break, let's break",Let's break.,Hallucination,let us break let us break,let us break,['let us break let us break'],['let us break'],"[['let', 'us', 'break', 'let', 'us', 'break']]","[['let', 'us', 'break']]"
"I'm, uh, going to go to work.",I'm going to work.,Hallucination,i am uh going to go to work,i am going to work,['i am uh going to go to work'],['i am going to work'],"[['i', 'am', 'uh', 'going', 'to', 'go', 'to', 'work']]","[['i', 'am', 'going', 'to', 'work']]"
I'm so lonesome.,I'm so alone.,Hallucination,i am so lonesome,i am so alone,['i am so lonesome'],['i am so alone'],"[['i', 'am', 'so', 'lonesome']]","[['i', 'am', 'so', 'alone']]"
"I'll pay you back, bud.",I'll pay you back.,Not Hallucination,i will pay you back bud,i will pay you back,['i will pay you back bud'],['i will pay you back'],"[['i', 'will', 'pay', 'you', 'back', 'bud']]","[['i', 'will', 'pay', 'you', 'back']]"
You're adamant.,You're evil.,Hallucination,you are adamant,you are evil,['you are adamant'],['you are evil'],"[['you', 'are', 'adamant']]","[['you', 'are', 'evil']]"
I'm so starved.,I'm so hungry.,Hallucination,i am so starved,i am so hungry,['i am so starved'],['i am so hungry'],"[['i', 'am', 'so', 'starved']]","[['i', 'am', 'so', 'hungry']]"
Why don't you say anything?,Why do you say nothing?,Hallucination,why do not you say anything,why do you say nothing,['why do not you say anything'],['why do you say nothing'],"[['why', 'do', 'not', 'you', 'say', 'anything']]","[['why', 'do', 'you', 'say', 'nothing']]"
I am waiting for your answer.,I'm waiting for your answer.,Not Hallucination,i am waiting for your answer,i am waiting for your answer,['i am waiting for your answer'],['i am waiting for your answer'],"[['i', 'am', 'waiting', 'for', 'your', 'answer']]","[['i', 'am', 'waiting', 'for', 'your', 'answer']]"
We've got to find him.,We got to find him.,Not Hallucination,we have got to find him,we got to find him,['we have got to find him'],['we got to find him'],"[['we', 'have', 'got', 'to', 'find', 'him']]","[['we', 'got', 'to', 'find', 'him']]"
You stink good.,You smell good.,Hallucination,you stink good,you smell good,['you stink good'],['you smell good'],"[['you', 'stink', 'good']]","[['you', 'smell', 'good']]"
I command you.,I command you.,Not Hallucination,i command you,i command you,['i command you'],['i command you'],"[['i', 'command', 'you']]","[['i', 'command', 'you']]"
Eight-year-old?,8?,Hallucination,eightyearold,8,['eightyearold'],['8'],[['eightyearold']],[['8']]
How long do you think I've got left?,How long have I got?,Not Hallucination,how long do you think i have got left,how long have i got,['how long do you think i have got left'],['how long have i got'],"[['how', 'long', 'do', 'you', 'think', 'i', 'have', 'got', 'left']]","[['how', 'long', 'have', 'i', 'got']]"
Looking for this one?,Looking for this?,Not Hallucination,looking for this one,looking for this,['looking for this one'],['looking for this'],"[['looking', 'for', 'this', 'one']]","[['looking', 'for', 'this']]"
"We're gonna split up, dawg.",We'll split up.,Not Hallucination,we are going to split up dawg,we will split up,['we are going to split up dawg'],['we will split up'],"[['we', 'are', 'going', 'to', 'split', 'up', 'dawg']]","[['we', 'will', 'split', 'up']]"
It's my brother-in-law's name.,It's my brother-in-law.,Not Hallucination,it is my brotherinlaws name,it is my brotherinlaw,['it is my brotherinlaws name'],['it is my brotherinlaw'],"[['it', 'is', 'my', 'brotherinlaws', 'name']]","[['it', 'is', 'my', 'brotherinlaw']]"
She's so cute..,She is so cute.,Not Hallucination,she is so cute,she is so cute,['she is so cute'],['she is so cute'],"[['she', 'is', 'so', 'cute']]","[['she', 'is', 'so', 'cute']]"
"Tie him up, man.",Tie him.,Not Hallucination,tie him up man,tie him,['tie him up man'],['tie him'],"[['tie', 'him', 'up', 'man']]","[['tie', 'him']]"
And what was happening after that?,And what happened after that?,Not Hallucination,and what was happening after that,and what happened after that,['and what was happening after that'],['and what happened after that'],"[['and', 'what', 'was', 'happening', 'after', 'that']]","[['and', 'what', 'happened', 'after', 'that']]"
Where's  ⁇ ie?,Where's Bernie?,Hallucination,where is   ie,where is bernie,['where is   ie'],['where is bernie'],"[['where', 'is', 'ie']]","[['where', 'is', 'bernie']]"
Stay in there.,Just stay inside.,Not Hallucination,stay in there,just stay inside,['stay in there'],['just stay inside'],"[['stay', 'in', 'there']]","[['just', 'stay', 'inside']]"
Do you know where she is?,Do you know where she is?,Not Hallucination,do you know where she is,do you know where she is,['do you know where she is'],['do you know where she is'],"[['do', 'you', 'know', 'where', 'she', 'is']]","[['do', 'you', 'know', 'where', 'she', 'is']]"
"Wrong number, wrong number",It's the wrong number.,Not Hallucination,wrong number wrong number,it is the wrong number,['wrong number wrong number'],['it is the wrong number'],"[['wrong', 'number', 'wrong', 'number']]","[['it', 'is', 'the', 'wrong', 'number']]"
I'm afraid I've got some very bad news.,I'm afraid I've got some bad news.,Not Hallucination,i am afraid i have got some very bad news,i am afraid i have got some bad news,['i am afraid i have got some very bad news'],['i am afraid i have got some bad news'],"[['i', 'am', 'afraid', 'i', 'have', 'got', 'some', 'very', 'bad', 'news']]","[['i', 'am', 'afraid', 'i', 'have', 'got', 'some', 'bad', 'news']]"
He's on the clock.,He's at work.,Hallucination,he is on the clock,he is at work,['he is on the clock'],['he is at work'],"[['he', 'is', 'on', 'the', 'clock']]","[['he', 'is', 'at', 'work']]"
We've got to find her.,We got to find her.,Not Hallucination,we have got to find her,we got to find her,['we have got to find her'],['we got to find her'],"[['we', 'have', 'got', 'to', 'find', 'her']]","[['we', 'got', 'to', 'find', 'her']]"
"Yeah, are you?","Yeah, are you?",Not Hallucination,yeah are you,yeah are you,['yeah are you'],['yeah are you'],"[['yeah', 'are', 'you']]","[['yeah', 'are', 'you']]"
"No, it's a commendation.","No, it was a compliment.",Not Hallucination,no it is a commendation,no it was a compliment,['no it is a commendation'],['no it was a compliment'],"[['no', 'it', 'is', 'a', 'commendation']]","[['no', 'it', 'was', 'a', 'compliment']]"
I've got two sons:,I've got two sons.,Not Hallucination,i have got two sons,i have got two sons,['i have got two sons'],['i have got two sons'],"[['i', 'have', 'got', 'two', 'sons']]","[['i', 'have', 'got', 'two', 'sons']]"
Maple syrups.,Maple syrup.,Hallucination,maple syrups,maple syrup,['maple syrups'],['maple syrup'],"[['maple', 'syrups']]","[['maple', 'syrup']]"
He doesn't know anything.,He doesn't know anything.,Not Hallucination,he does not know anything,he does not know anything,['he does not know anything'],['he does not know anything'],"[['he', 'does', 'not', 'know', 'anything']]","[['he', 'does', 'not', 'know', 'anything']]"
I-I should've told ya.,I should've told you.,Not Hallucination,ii should have told ya,i should have told you,['ii should have told ya'],['i should have told you'],"[['ii', 'should', 'have', 'told', 'ya']]","[['i', 'should', 'have', 'told', 'you']]"
That's no hound dog.,That's no dog.,Not Hallucination,that is no hound dog,that is no dog,['that is no hound dog'],['that is no dog'],"[['that', 'is', 'no', 'hound', 'dog']]","[['that', 'is', 'no', 'dog']]"
Is it a birdy?,Is it a bird?,Not Hallucination,is it a birdy,is it a bird,['is it a birdy'],['is it a bird'],"[['is', 'it', 'a', 'birdy']]","[['is', 'it', 'a', 'bird']]"
Aren't you going to get that?,Are you gonna get that?,Not Hallucination,are not you going to get that,are you going to get that,['are not you going to get that'],['are you going to get that'],"[['are', 'not', 'you', 'going', 'to', 'get', 'that']]","[['are', 'you', 'going', 'to', 'get', 'that']]"
Why are you so angry?,Why are you so angry?,Not Hallucination,why are you so angry,why are you so angry,['why are you so angry'],['why are you so angry'],"[['why', 'are', 'you', 'so', 'angry']]","[['why', 'are', 'you', 'so', 'angry']]"
It's too soon-to.,It's too early.,Hallucination,it is too soonto,it is too early,['it is too soonto'],['it is too early'],"[['it', 'is', 'too', 'soonto']]","[['it', 'is', 'too', 'early']]"
Put your seatbelt on.,Put on your seat belt.,Not Hallucination,put your seatbelt on,put on your seat belt,['put your seatbelt on'],['put on your seat belt'],"[['put', 'your', 'seatbelt', 'on']]","[['put', 'on', 'your', 'seat', 'belt']]"
Is this what you're lookin 'for here?,Is this what you're looking for?,Hallucination,is this what you are lookin for here,is this what you are looking for,['is this what you are lookin for here'],['is this what you are looking for'],"[['is', 'this', 'what', 'you', 'are', 'lookin', 'for', 'here']]","[['is', 'this', 'what', 'you', 'are', 'looking', 'for']]"
You're a terrorist.,You're a terrorist.,Not Hallucination,you are a terrorist,you are a terrorist,['you are a terrorist'],['you are a terrorist'],"[['you', 'are', 'a', 'terrorist']]","[['you', 'are', 'a', 'terrorist']]"
"Thank you, jaco.","Thank you, Jacob.",Not Hallucination,thank you jaco,thank you jacob,['thank you jaco'],['thank you jacob'],"[['thank', 'you', 'jaco']]","[['thank', 'you', 'jacob']]"
- Paris?,Paris?,Hallucination, paris,paris,[' paris'],['paris'],[['paris']],[['paris']]
- Did she say something?,Did she say something?,Not Hallucination, did she say something,did she say something,[' did she say something'],['did she say something'],"[['did', 'she', 'say', 'something']]","[['did', 'she', 'say', 'something']]"
There has to be another road.,There's got to be another way.,Hallucination,there has to be another road,there is got to be another way,['there has to be another road'],['there is got to be another way'],"[['there', 'has', 'to', 'be', 'another', 'road']]","[['there', 'is', 'got', 'to', 'be', 'another', 'way']]"
tickles.,That tickles.,Not Hallucination,tickles,that tickles,['tickles'],['that tickles'],[['tickles']],"[['that', 'tickles']]"
Your brother-in-law here.,Your brother's here.,Hallucination,your brotherinlaw here,your brothers here,['your brotherinlaw here'],['your brothers here'],"[['your', 'brotherinlaw', 'here']]","[['your', 'brothers', 'here']]"
I'm countin 'on it.,I'm counting on it.,Not Hallucination,i am countin on it,i am counting on it,['i am countin on it'],['i am counting on it'],"[['i', 'am', 'countin', 'on', 'it']]","[['i', 'am', 'counting', 'on', 'it']]"
"Hey, Ronald.","Hey, Ronald.",Not Hallucination,hey ronald,hey ronald,['hey ronald'],['hey ronald'],"[['hey', 'ronald']]","[['hey', 'ronald']]"
He's too fast-forward.,He's too fast.,Hallucination,he is too fastforward,he is too fast,['he is too fastforward'],['he is too fast'],"[['he', 'is', 'too', 'fastforward']]","[['he', 'is', 'too', 'fast']]"
